"Project ID","6"
"Project","Payments"
"Run ID","789"
"Run","Run Release 9.6 Regression (Stage)"
"Exported at","2026-07-23T15:30:02.443Z"
"Closed","No"
"Created at","2026-07-22T17:21:45.000Z"
"Created by","Ana Paula"
"Milestone","Release 9.6"
"Started","Yes"
"Started at","2026-07-22T17:36:04.333Z"
"State","In progress"
"Tags","regression"
"Updated at","2026-07-22T17:21:52.236Z"
"Updated by","Ana Paula"
"Untested","95","73%"
"Passed","32","24%"
"Failed","0","0%"
"Retest","0","0%"
"Blocked","0","0%"
"Skipped","4","3%"

"Case ID","Test ID","Test","Result ID","Assigned to","Comment","Created at","Created by","Deleted","Deleted at","Deleted by","Description","Description","Elapsed","Estimate","Expected","Folder","Forecast","Issues","Issues (case)","Priority","State","Status","Steps (Expected)","Steps (Note)","Steps (Status)","Steps (Step)","Tags","Template","Updated at","Updated by"
"303924","1853949","Validate that ACH Refund with new payment transaction can be successfully sent to the system","","","","","","","","","<p>Preconditions:</p><p>ACH transaction statusId should be updated to 6 via SQL so refund can be eligible<br /> Refund more than 0 and no greater than transaction amount<br />New Token in paylod and new Idempotency Key in request headers - No duplicate</p>","","","","","ACH Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Update transaction to status ID 6 in Payments DB<br /><br />update Transactions.PaymentTransaction set TransactionStatusId = 6 where PaymentTransactionId = '01KS6AMKSH52T7G73EMWF9CBAQ'</p>
<p>Execute  <br /><br /><a href=""https://stage-wf-payment-management-api.azurewebsites.net/api/transactions/%7B%7BsettledAchTransactionId%7D%7D/refund"">https://stage-wf-payment-management-api.azurewebsites.net/api/transactions/{{settledAchTransactionId}}/refund</a></p><p> </p><p>curl --location 'https://stage-wf-payment-management-api.azurewebsites.net/api/transactions/01KS6AMKSH52T7G73EMWF9CBAQ/refund' \<br />--header 'Authorization: Bearer eyJhbGciOiJSUzI1NiIsImtpZCI6IjVCRUE3NEYzQzIzOENBOTY2N0U2NkVBMjI0QkZCMjE5IiwidHlwIjoiYXQrand0In0.eyJpc3MiOiJodHRwczovL3N0YWdlLXBsYXRmb3JtLndlbGxmaXQuY29tIiwibmJmIjoxNzc5NDAyNjcxLCJpYXQiOjE3Nzk0MDI2NzEsImV4cCI6MTc3OTQwNjI3MSwiYXVkIjpbIldlbGxmaXRDb21wbGlhbmNlTW9uaXRvckFQSSIsIldlbGxmaXRQYXltZW50TWFuYWdlbWVudEFQSSIsIldlbGxmaXRQYXltZW50c0FQSSIsIldlbGxmaXRQYXltZW50c1YyQVBJIiwiV2VsbGZpdFN1Yk1lcmNoYW50QVBJIiwiV2VsbGZpdFRva2VuVmF1bHQiLCJXZWxsZml0V2FsbGV0QXBpIl0sInNjb3BlIjpbIldlbGxmaXRDb21wbGlhbmNlTW9uaXRvckFQSS5UZXN0aW5nIiwiV2VsbGZpdFBheW1lbnRNYW5hZ2VtZW50QVBJLkZ1bGwiLCJXZWxsZml0UGF5bWVudHNBUEkuRGV2aWNlUGF5bWVudHMiLCJXZWxsZml0UGF5bWVudHNBUEkuZUNvbW1lcmNlUGF5bWVudHMiLCJXZWxsZml0UGF5bWVudHNBUEkuRWxlY3Ryb25pY0NoZWNrUGF5bWVudHMiLCJXZWxsZml0UGF5bWVudHNBUEkuUmVmdW5kUGF5bWVudHMiLCJXZWxsZml0UGF5bWVudHNWMkFQSS5GdWxsIiwiV2VsbGZpdFN1Yk1lcmNoYW50QVBJLkFjaExpbWl0c0FkbWluIiwiV2VsbGZpdFRva2VuVmF1bHQuUmVhZEFjY2VzcyIsIldlbGxmaXRUb2tlblZhdWx0LldyaXRlQWNjZXNzIiwiV2VsbGZpdFdhbGxldEFwaS5SZWFkQWNjZXNzIiwiV2VsbGZpdFdhbGxldEFwaS5Xcml0ZUFjY2VzcyJdLCJjbGllbnRfaWQiOiJXZWxsZml0VW5pZmllZFBheW1lbnRzQVBJIiwiY2xpZW50X3JvbGUiOiJGbXBTZXJ2aWNlIn0.E8lO9vhxWmIMrZuC8Rq36DKXMDbNFqT5SvwfnfxUuUbx0QfadsiMWSh7crl_w-JbLtYZ1054po2nnUFmIwwUna0qJn2EYIvTfMpiuxHIAvhd2mS-YKIO2nNMf1rCoLKWUh3rtqrSuFQWK5ysblITHEkTWcBuKIR3Ax1IqULId2KOUuWBln2GRpomhrXz9DXEm7Da5bBaUsZs8V__-QkYO7P5lumHgDQIzN6qbr4se19VO6wIAjWqx_r88XzlaEGUuaBSKADgxvrNTWZNYdc8b5PhkyP4sxcJ0uYWHD27sFerUn87SmYtIHOwck1JbPGo7QsF_oNDsTkQuHZXfRt9FA' \<br />--header 'Idempotency-Key: token-037' \<br />--header 'Content-Type: application/json' \<br />--data '{<br />   ""requestId"": ""token002"",<br />   ""amount"": 12.00,<br />   ""reason"": ""QA test - partial refund""<br />   <br />   <br />}'<br /> </p>","","Case (text)","",""
"303968","1853967","Validate that ACH Refund with existent payment transaction can be successfully sent to the system","","","","","","","","","<p>Preconditions:</p><p>ACH transaction statusId should be updated to 6 via SQL so refund can be eligible<br /> Refund more than 0 and no greater than transaction amount<br />New Token in paylod and new Idempotency Key in request headers - No duplicate</p>","","","","","ACH Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Update transaction to status ID 6 in Payments DB<br /><br />update Transactions.PaymentTransaction set TransactionStatusId = 6 where PaymentTransactionId = '01KS6AMKSH52T7G73EMWF9CBAQ'</p>
<p>Execute  <br /><br /><a href=""https://stage-wf-payment-management-api.azurewebsites.net/api/transactions/%7B%7BsettledAchTransactionId%7D%7D/refund"">https://stage-wf-payment-management-api.azurewebsites.net/api/transactions/{{settledAchTransactionId}}/refund</a></p><p> </p><p>curl --location 'https://stage-wf-payment-management-api.azurewebsites.net/api/transactions/01KS6AMKSH52T7G73EMWF9CBAQ/refund' \<br />--header 'Authorization: Bearer eyJhbGciOiJSUzI1NiIsImtpZCI6IjVCRUE3NEYzQzIzOENBOTY2N0U2NkVBMjI0QkZCMjE5IiwidHlwIjoiYXQrand0In0.eyJpc3MiOiJodHRwczovL3N0YWdlLXBsYXRmb3JtLndlbGxmaXQuY29tIiwibmJmIjoxNzc5NDAyNjcxLCJpYXQiOjE3Nzk0MDI2NzEsImV4cCI6MTc3OTQwNjI3MSwiYXVkIjpbIldlbGxmaXRDb21wbGlhbmNlTW9uaXRvckFQSSIsIldlbGxmaXRQYXltZW50TWFuYWdlbWVudEFQSSIsIldlbGxmaXRQYXltZW50c0FQSSIsIldlbGxmaXRQYXltZW50c1YyQVBJIiwiV2VsbGZpdFN1Yk1lcmNoYW50QVBJIiwiV2VsbGZpdFRva2VuVmF1bHQiLCJXZWxsZml0V2FsbGV0QXBpIl0sInNjb3BlIjpbIldlbGxmaXRDb21wbGlhbmNlTW9uaXRvckFQSS5UZXN0aW5nIiwiV2VsbGZpdFBheW1lbnRNYW5hZ2VtZW50QVBJLkZ1bGwiLCJXZWxsZml0UGF5bWVudHNBUEkuRGV2aWNlUGF5bWVudHMiLCJXZWxsZml0UGF5bWVudHNBUEkuZUNvbW1lcmNlUGF5bWVudHMiLCJXZWxsZml0UGF5bWVudHNBUEkuRWxlY3Ryb25pY0NoZWNrUGF5bWVudHMiLCJXZWxsZml0UGF5bWVudHNBUEkuUmVmdW5kUGF5bWVudHMiLCJXZWxsZml0UGF5bWVudHNWMkFQSS5GdWxsIiwiV2VsbGZpdFN1Yk1lcmNoYW50QVBJLkFjaExpbWl0c0FkbWluIiwiV2VsbGZpdFRva2VuVmF1bHQuUmVhZEFjY2VzcyIsIldlbGxmaXRUb2tlblZhdWx0LldyaXRlQWNjZXNzIiwiV2VsbGZpdFdhbGxldEFwaS5SZWFkQWNjZXNzIiwiV2VsbGZpdFdhbGxldEFwaS5Xcml0ZUFjY2VzcyJdLCJjbGllbnRfaWQiOiJXZWxsZml0VW5pZmllZFBheW1lbnRzQVBJIiwiY2xpZW50X3JvbGUiOiJGbXBTZXJ2aWNlIn0.E8lO9vhxWmIMrZuC8Rq36DKXMDbNFqT5SvwfnfxUuUbx0QfadsiMWSh7crl_w-JbLtYZ1054po2nnUFmIwwUna0qJn2EYIvTfMpiuxHIAvhd2mS-YKIO2nNMf1rCoLKWUh3rtqrSuFQWK5ysblITHEkTWcBuKIR3Ax1IqULId2KOUuWBln2GRpomhrXz9DXEm7Da5bBaUsZs8V__-QkYO7P5lumHgDQIzN6qbr4se19VO6wIAjWqx_r88XzlaEGUuaBSKADgxvrNTWZNYdc8b5PhkyP4sxcJ0uYWHD27sFerUn87SmYtIHOwck1JbPGo7QsF_oNDsTkQuHZXfRt9FA' \<br />--header 'Idempotency-Key: token-037' \<br />--header 'Content-Type: application/json' \<br />--data '{<br />   ""requestId"": ""token002"",<br />   ""amount"": 12.00,<br />   ""reason"": ""QA test - partial refund""<br />   <br />   <br />}'<br /> </p>","","Case (text)","",""
"303925","1853950","Validate that ACH partial refund is successfully stored as status  'Partial Refund' 18  in Payments and Platform DB Tables","","","","","","","","","","","","","<p>Payments DB<br /><br />StatusId = 18 'Partial Refund' for ACH transaction<br />SettlementDate = NULL<br />FundedDate = NULL<br /><br />Platform DB<br /><br />SettlementDate = NULL<br />FundingInstructions = NULL<br />Status = Approved<br /><br /> </p>","ACH Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following querys in Payments DB, changing the paymentTransactionId properly<br /><br /><br />SELECT TOP 5* From Payments.PaymentRequests where paymentTransactionId = '01KS5SA4WQ2B7K302W50A5DN6C'</p><p> </p><p>SELECT TOP 5* FROM Transactions.PaymentTransactionHistory where PaymentTransactionId = '2113c14b-e3dd-4e8a-8fd3-7bc0c98cde0c' order by entityCreatedAt DESC</p><p><br /> </p><p>SELECT *   FROM [Transactions].[PaymentTransaction] where PaymentTransactionId = '01KS5SA4WQ2B7K302W50A5DN6C'</p>
<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /><br /><br /> </p><p>SELECT * From payments.payments where transactionId = '83999403816107069'</p>","","Case (text)","",""
"303969","1853968","Validate that ACH full refund is successfully stored as status  'Full Refund' 10  in Payments and Platform DB Tables","","","","","","","","","","","","","<p>Payments DB<br /><br />StatusId = 10 'Full Refund' for ACH transaction<br />SettlementDate = NULL<br />FundedDate = NULL<br /><br />Platform DB<br /><br />SettlementDate = NULL<br />FundingInstructions = NULL<br />Status = Approved<br /><br /> </p>","ACH Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following querys in Payments DB, changing the paymentTransactionId properly<br /><br /><br />SELECT TOP 5* From Payments.PaymentRequests where paymentTransactionId = '01KS5SA4WQ2B7K302W50A5DN6C'</p><p> </p><p>SELECT TOP 5* FROM Transactions.PaymentTransactionHistory where PaymentTransactionId = '2113c14b-e3dd-4e8a-8fd3-7bc0c98cde0c' order by entityCreatedAt DESC</p><p><br /> </p><p>SELECT *   FROM [Transactions].[PaymentTransaction] where PaymentTransactionId = '01KS5SA4WQ2B7K302W50A5DN6C'</p>
<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /><br /><br /> </p><p>SELECT * From payments.payments where transactionId = '83999403816107069'</p>","","Case (text)","",""
"303928","1853953","Validate that  ACH refund  gets ""SettlementDate""value filled via query through Payments/Platform  DB Table","","","","","","","","","","","","","<p>Platform DB<br /><br />SettlementDate = ExpectedDate <br /><br /><br /> </p>","ACH Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /> <br /> </p><p>UPDATE Payments.Refunds SET SettlementDate = '2026-05-21' where transactionId = '83999403816107069'</p>
<p>Execute to see change reflected<br /><br />SELECT * From payments.Refunds where transactionId = '83999403816107069'</p><p><br /> </p>","","Case (text)","",""
"303926","1853951","Validate that POST treasury/create-funding-batch API can be successfully executed 202 OK","","","","","","","","","<p>Preconditions:<br />ACH Transaction already has a ""SettlementDate"" manually updated via query</p>","","","","<p>202 Accepted Status<br /><br />{</p><p>    ""correlationId"": ""{{correlationId}}"",</p><p>    ""stage"": ""Create""</p><p>}</p>","ACH Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST <a href=""https://stage-platform.wellfit.com/treasury/create-funding-batch"">https://stage-platform.wellfit.com/treasury/create-funding-batch</a><br />{}</p>","","Case (text)","",""
"303927","1853952","Validate that  ""FundingInstructions"" and ""SettlementDate"" are not NULL for ACH Refund in Payments  DB Table after creating FundingBatch via API","","","","","","","","","","","","","<p>Platform DB<br /><br />SettlementDate = ExpectedDate <br />FundingInstructions = Contains FundingID<br />Status = Approved<br /><br /> </p>","ACH Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /> </p><p>SELECT * From payments.refunds where transactionId = '83999403816107069'</p>","","Case (text)","",""
"303929","1853954","Validate that ACH Refund is successfully stored as status 5 'Funded' in Payments DB Tables","","","","","","","","","","","","","<p>Payments DB<br /><br />StatusId = 5 'Funded' for ACH transaction<br />SettlementDate = previously manual update<br />FundedDate = NULL<br /><br /> </p><p><br /> </p>","ACH Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following querys in Payments DB, changing the paymentTransactionId properly<br /><br /><br />SELECT TOP 5* From Payments.PaymentRequests where paymentTransactionId = '01KS5SA4WQ2B7K302W50A5DN6C'</p><p> </p><p>select top 10  *from Transactions.PaymentTransactionHistory order by entityCreatedAt desc</p><p> </p><p><br />select top 10  *from Transactions.PaymentTransaction order by entityCreatedAt desc</p>
<p>Execute the following query in Plafrorm DB, changing the transactionId properly<br /><br /><br /> </p><p>SELECT * From payments.refunds where transactionId = '83999403816107069'</p>","","Case (text)","",""
"303930","1853955","Validate that Payments.FundingInstructions Table contains proper co-relation of  ""FIPC-PayFac"", ""FISC-NetSettlement"" and ""Id"" against  ""fundingInstructionId"". ""PayFacFee"" and ""Amount"" values from  Platform Payments.Payments DB","","","","","","","","","","","","","<p>Values match ACH transaction an funding instructions batch</p>","ACH Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following queryes updating transactionId value properly<br /> </p><p>SELECT [id], [fundingInstructionId], [payFacFee], [amount] From payments.refunds where transactionId = '83999403816107069'</p><p><br /> </p><p>SELECT TOP 3 * from payments.fundingInstructions order by timestamp desc</p>
<p>Observe values matching</p>","","Case (text)","",""
"303931","1853956","Validate that POST treasury/send-funding-batch API can be successfully executed 202 OK","","","","","","","","","<p>Preconditions:<br />ACH refund already status 5 Funded, with SettlementDate and FundingInstructionsId </p>","","","","<p>202 Accepted Status<br /><br />{</p><p>    ""correlationId"": ""{{correlationId}}"",</p><p>    ""stage"": ""Create""</p><p>}</p>","ACH Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute <br />POST https://stage-platform.wellfit.com/treasury/send-funding-batch<br />{}</p>","","Case (text)","",""
"303932","1853957","Validate that Payments.FundingBatches Table contains proper ""BatchFileName"" value after sending funding batch via API","","","","","","","","","<p>The batch Id you get from payments.fundingInstructions </p><p>you can correlate and search in payments.fundingbatches</p>","","","","<p>Get Batch File Name</p>","ACH Refund - Settlement and Funding - Treasury","","","","Normal","Active","Untested","","","","<p>Execute the following query<br /> </p><p>SELECT * FROM Payments.FundingBatches order by requestSentTimestamp desc </p>
<p>Observe most recent value according to date when you send funding batch</p>","","Case (text)","",""
