"Case ID","Case","Configurations","Created at","Created by","Description","Description","Estimate","Expected","Folder","Forecast","Issues","Priority","State","Status (latest)","Status date","Steps (Expected)","Steps (Step)","Tags","Template","Updated at","Updated by"
"268130","Validate that VERBAL_TELEPHONE authorization skips signed authorization validation","","2026-04-21T17:29:11.573Z","Ana Paula","<p><strong>AC Linked:</strong> Technical Criteria 3<br /><strong>AC Description:</strong> Rule should not apply to verbal telephone authorizations</p><p><strong>Preconditions:</strong></p><ul><li>API endpoint is available</li></ul>","","","<ul><li>Request is processed</li><li>No SignedAuthorizationRequired error returned</li></ul>","PAY-3362 Story 2.3: Implement Signed Authorization Validation Rule (Written + Electronic)","","PAY-3362","Normal","Active","Passed","2026-04-21T19:03:41.207Z","","<p>Construct ACH request with:</p><ul><li><code>authorization.type = VERBAL_TELEPHONE</code></li><li><code>signedAuthorizationOnFile = false</code> (or missing)</li></ul>
<p>Submit request</p>","","Case (text)","",""
"268131","Validate that null signedAuthorizationOnFile for WRITTEN authorization is rejected","","2026-04-21T17:29:11.573Z","Ana Paula","<p><strong>AC Linked:</strong> Technical Criteria 1<br /><strong>AC Description:</strong> Null should be treated as invalid</p><p><strong>Preconditions:</strong></p><ul><li>API endpoint is available</li></ul>","","","<ul><li>Response HTTP status: <strong>422</strong></li><li>Error code: <strong>SignedAuthorizationRequired</strong></li></ul>","PAY-3362 Story 2.3: Implement Signed Authorization Validation Rule (Written + Electronic)","","PAY-3362","Normal","Active","Passed","2026-04-21T19:04:12.501Z","","<p>Construct ACH request with:</p><ul><li><code>authorization.type = WRITTEN</code></li><li><code>signedAuthorizationOnFile = null</code></li></ul>
<p>Submit request</p>","","Case (text)","",""
"268138","VERBAL_TELEPHONE without authorizingUserId (null value)returns error 400  as AuthorizingUserRequired","","2026-04-21T17:29:33.506Z","Ana Paula","<p><a href=""https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments"">https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments</a></p><p> </p><p>{</p><p>    //""subMerchantId"": ""A372295A-7AEB-4184-B4E9-16AB615237C4"",</p><p>   //""subMerchantId"": ""4431318D-E50D-4A3B-AAB7-FB65B489F5AF"",</p><p>    //""subMerchantId"": ""159F2670-1B71-4EF6-AD30-0EBF0991E2CC"",</p><p>   ""subMerchantId"": ""815c0000-480a-0022-5051-08dd79498b59"",</p><p>    ""transactionType"": ""Sale"",</p><p>    ""amount"": 200.00,</p><p>    ""currency"": ""USD"",</p><p>    ""orderId"": ""RAD-2025-4131"",</p><p>    ""orderIdType"": ""Invoice"",</p><p>    ""paymentMethod"": {</p><p>        ""type"": ""ACH"",</p><p>        ""ach"": {</p><p>            ""accountFirstName"": ""Rad"",</p><p>            ""accountLastName"": ""KAnd"",</p><p>            ""accountNumber"": ""1099999999"",</p><p>            ""routingNumber"": ""011075150"",</p><p>            //""routingNumber"": ""{{randomRoutingNumber}}"",</p><p>            ""accountType"": ""checking"", //savings, checking</p><p>            ""secCode"": ""WEB"",</p><p>            ""authorization"": {</p><p>                ""AuthorizationType"": ""VERBAL_TELEPHONE"",</p><p>                ""AuthorizationDate"": ""2026-04-06T10:00:00-05:00"",</p><p>                ""AuthorizationReference"": ""CALL-001"",</p><p>                ""SignedAuthorizationOnFile"": <strong>true</strong>,</p><p>                ""AuthorizingUserId"": <strong>null</strong>,  // should give an error when it's null</p><p>                ""DisclosureConfirmed"": <strong>true</strong>  //should give an error when it's null or false</p><p>            }</p><p>        }</p><p>    },</p><p>    ""metadata"": ""{\""invoiceId\"": \""INV-002\"", \""customerId\"": \""CUST-67890\""}""</p><p>}</p>","","","<p>[</p><p>    {</p><p>        ""code"": ""AchAuthorization.VerbalRequired"",</p><p>        ""data"": <strong>null</strong>,</p><p>        ""message"": ""Verbal authorizations require an authorizing user ID."",</p><p>        ""type"": ""Input""</p><p>    }</p>","PAY-3363-Story 2.4: Implement Verbal Authorization Validation Rule","","PAY-3363","Normal","Active","Passed","2026-04-21T22:12:35.651Z","","","","Case (text)","",""
"268139","VERBAL_TELEPHONE without disclosureConfirmed (nul value) returns error 400  as AuthorizingUserRequired","","2026-04-21T17:29:33.506Z","Ana Paula","<p><a href=""https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments"">https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments</a></p><p>{</p><p>    //""subMerchantId"": ""A372295A-7AEB-4184-B4E9-16AB615237C4"",</p><p>   //""subMerchantId"": ""4431318D-E50D-4A3B-AAB7-FB65B489F5AF"",</p><p>    //""subMerchantId"": ""159F2670-1B71-4EF6-AD30-0EBF0991E2CC"",</p><p>   ""subMerchantId"": ""815c0000-480a-0022-5051-08dd79498b59"",</p><p>    ""transactionType"": ""Sale"",</p><p>    ""amount"": 200.00,</p><p>    ""currency"": ""USD"",</p><p>    ""orderId"": ""RAD-2025-4131"",</p><p>    ""orderIdType"": ""Invoice"",</p><p>    ""paymentMethod"": {</p><p>        ""type"": ""ACH"",</p><p>        ""ach"": {</p><p>            ""accountFirstName"": ""Rad"",</p><p>            ""accountLastName"": ""KAnd"",</p><p>            ""accountNumber"": ""1099999999"",</p><p>            ""routingNumber"": ""011075150"",</p><p>            //""routingNumber"": ""{{randomRoutingNumber}}"",</p><p>            ""accountType"": ""checking"", //savings, checking</p><p>            ""secCode"": ""WEB"",</p><p>            ""authorization"": {</p><p>                ""AuthorizationType"": ""VERBAL_TELEPHONE"",</p><p>                ""AuthorizationDate"": ""2026-04-06T10:00:00-05:00"",</p><p>                ""AuthorizationReference"": ""CALL-001"",</p><p>                ""SignedAuthorizationOnFile"": <strong>true</strong>,</p><p>                ""AuthorizingUserId"": ""Rad"",  // should give an error when it's null</p><p>                ""DisclosureConfirmed"": <strong>null</strong>  //should give an error when it's null or false</p><p>            }</p><p>        }</p><p>    },</p><p>    ""metadata"": ""{\""invoiceId\"": \""INV-002\"", \""customerId\"": \""CUST-67890\""}""</p><p>}</p>","","","<p>[</p><p>    {</p><p>        ""code"": ""AchAuthorization.VerbalRequired"",</p><p>        ""data"": <strong>null</strong>,</p><p>        ""message"": ""Verbal authorizations require disclosure confirmation."",</p><p>        ""type"": ""Input""</p><p>    }</p><p>]</p>","PAY-3363-Story 2.4: Implement Verbal Authorization Validation Rule","","PAY-3363","Normal","Active","Passed","2026-04-21T22:12:35.651Z","","","","Case (text)","",""
"268140","Validate that, Should get an error message if both AuthorizingUserId and missed","","2026-04-21T17:29:33.506Z","Ana Paula","<p><a href=""https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments"">https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments</a></p><p>{</p><p>    //""subMerchantId"": ""A372295A-7AEB-4184-B4E9-16AB615237C4"",</p><p>   //""subMerchantId"": ""4431318D-E50D-4A3B-AAB7-FB65B489F5AF"",</p><p>    //""subMerchantId"": ""159F2670-1B71-4EF6-AD30-0EBF0991E2CC"",</p><p>   ""subMerchantId"": ""815c0000-480a-0022-5051-08dd79498b59"",</p><p>    ""transactionType"": ""Sale"",</p><p>    ""amount"": 200.00,</p><p>    ""currency"": ""USD"",</p><p>    ""orderId"": ""RAD-2025-4131"",</p><p>    ""orderIdType"": ""Invoice"",</p><p>    ""paymentMethod"": {</p><p>        ""type"": ""ACH"",</p><p>        ""ach"": {</p><p>            ""accountFirstName"": ""Rad"",</p><p>            ""accountLastName"": ""KAnd"",</p><p>            ""accountNumber"": ""1099999999"",</p><p>            ""routingNumber"": ""011075150"",</p><p>            //""routingNumber"": ""{{randomRoutingNumber}}"",</p><p>            ""accountType"": ""checking"", //savings, checking</p><p>            ""secCode"": ""WEB"",</p><p>            ""authorization"": {</p><p>                ""AuthorizationType"": ""VERBAL_TELEPHONE"",</p><p>                ""AuthorizationDate"": ""2026-04-06T10:00:00-05:00"",</p><p>                ""AuthorizationReference"": ""CALL-001"",</p><p>                ""SignedAuthorizationOnFile"": <strong>true</strong>,</p><p>                ""AuthorizingUserId"": <strong>null</strong>,  // should give an error when it's null</p><p>                ""DisclosureConfirmed"": <strong>null</strong>  //should give an error when it's null or false</p><p>            }</p><p>        }</p><p>    },</p><p>    ""metadata"": ""{\""invoiceId\"": \""INV-002\"", \""customerId\"": \""CUST-67890\""}""</p><p>}</p>","","","<p> {</p><p>        ""code"": ""AchAuthorization.VerbalRequired"",</p><p>        ""data"": <strong>null</strong>,</p><p>        ""message"": ""Verbal authorizations require an authorizing user ID."",</p><p>        ""type"": ""Input""</p><p>    },</p><p>    {</p><p>        ""code"": ""AchAuthorization.VerbalRequired"",</p><p>        ""data"": <strong>null</strong>,</p><p>        ""message"": ""Verbal authorizations require disclosure confirmation."",</p><p>        ""type"": ""Input""</p><p>    }</p><p>]</p>","PAY-3363-Story 2.4: Implement Verbal Authorization Validation Rule","","PAY-3363","Normal","Active","Passed","2026-04-21T22:12:35.651Z","","","","Case (text)","",""
"268141","Validate that, Should get an error message 400 when DisclosureConfirmed parameter missing in the request","","2026-04-21T17:29:33.506Z","Ana Paula","<p><a href=""https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments"">https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments</a></p><p>{</p><p>    //""subMerchantId"": ""A372295A-7AEB-4184-B4E9-16AB615237C4"",</p><p>   //""subMerchantId"": ""4431318D-E50D-4A3B-AAB7-FB65B489F5AF"",</p><p>    //""subMerchantId"": ""159F2670-1B71-4EF6-AD30-0EBF0991E2CC"",</p><p>   ""subMerchantId"": ""815c0000-480a-0022-5051-08dd79498b59"",</p><p>    ""transactionType"": ""Sale"",</p><p>    ""amount"": 200.00,</p><p>    ""currency"": ""USD"",</p><p>    ""orderId"": ""RAD-2025-4131"",</p><p>    ""orderIdType"": ""Invoice"",</p><p>    ""paymentMethod"": {</p><p>        ""type"": ""ACH"",</p><p>        ""ach"": {</p><p>            ""accountFirstName"": ""Rad"",</p><p>            ""accountLastName"": ""KAnd"",</p><p>            ""accountNumber"": ""1099999999"",</p><p>            ""routingNumber"": ""011075150"",</p><p>            //""routingNumber"": ""{{randomRoutingNumber}}"",</p><p>            ""accountType"": ""checking"", //savings, checking</p><p>            ""secCode"": ""WEB"",</p><p>            ""authorization"": {</p><p>                ""AuthorizationType"": ""VERBAL_TELEPHONE"",</p><p>                ""AuthorizationDate"": ""2026-04-06T10:00:00-05:00"",</p><p>                ""AuthorizationReference"": ""CALL-001"",</p><p>                ""SignedAuthorizationOnFile"": <strong>true</strong>,</p><p>                ""AuthorizingUserId"": ""Rad""  // should give an error when it's null</p><p>                //""DisclosureConfirmed"": null  //should give an error when it's null or false</p><p>            }</p><p>        }</p><p>    },</p><p>    ""metadata"": ""{\""invoiceId\"": \""INV-002\"", \""customerId\"": \""CUST-67890\""}""</p><p>}</p>","","","<p> {</p><p>        ""code"": ""AchAuthorization.VerbalRequired"",</p><p>        ""data"": <strong>null</strong>,</p><p>        ""message"": ""Verbal authorizations require disclosure confirmation."",</p><p>        ""type"": ""Input""</p><p>    }</p><p>]</p>","PAY-3363-Story 2.4: Implement Verbal Authorization Validation Rule","","PAY-3363","Normal","Active","Passed","2026-04-21T22:12:35.651Z","","","","Case (text)","",""
"268142","Validate that, Should get an error message 400 when AuthorizingUserId parameter missing in the request","","2026-04-21T17:29:33.506Z","Ana Paula","<p><a href=""https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments""><strong>https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments</strong></a></p><p> </p><p>{</p><p>    //""subMerchantId"": ""A372295A-7AEB-4184-B4E9-16AB615237C4"",</p><p>   //""subMerchantId"": ""4431318D-E50D-4A3B-AAB7-FB65B489F5AF"",</p><p>    //""subMerchantId"": ""159F2670-1B71-4EF6-AD30-0EBF0991E2CC"",</p><p>   ""subMerchantId"": ""815c0000-480a-0022-5051-08dd79498b59"",</p><p>    ""transactionType"": ""Sale"",</p><p>    ""amount"": 200.00,</p><p>    ""currency"": ""USD"",</p><p>    ""orderId"": ""RAD-2025-4131"",</p><p>    ""orderIdType"": ""Invoice"",</p><p>    ""paymentMethod"": {</p><p>        ""type"": ""ACH"",</p><p>        ""ach"": {</p><p>            ""accountFirstName"": ""Rad"",</p><p>            ""accountLastName"": ""KAnd"",</p><p>            ""accountNumber"": ""1099999999"",</p><p>            ""routingNumber"": ""011075150"",</p><p>            //""routingNumber"": ""{{randomRoutingNumber}}"",</p><p>            ""accountType"": ""checking"", //savings, checking</p><p>            ""secCode"": ""WEB"",</p><p>            ""authorization"": {</p><p>                ""AuthorizationType"": ""VERBAL_TELEPHONE"",</p><p>                ""AuthorizationDate"": ""2026-04-06T10:00:00-05:00"",</p><p>                ""AuthorizationReference"": ""CALL-001"",</p><p>                ""SignedAuthorizationOnFile"": <strong>true</strong>,</p><p>                //""AuthorizingUserId"": ""Rad""  // should give an error when it's null</p><p>                ""DisclosureConfirmed"": <strong>true</strong>  //should give an error when it's null or false</p><p>            }</p><p>        }</p><p>    },</p><p>    ""metadata"": ""{\""invoiceId\"": \""INV-002\"", \""customerId\"": \""CUST-67890\""}""</p><p>}</p>","","","<p>[</p><p>    {</p><p>        ""code"": ""AchAuthorization.VerbalRequired"",</p><p>        ""data"": <strong>null</strong>,</p><p>        ""message"": ""Verbal authorizations require an authorizing user ID."",</p><p>        ""type"": ""Input""</p><p>    }</p><p>]</p>","PAY-3363-Story 2.4: Implement Verbal Authorization Validation Rule","","PAY-3363","Normal","Active","Passed","2026-04-21T22:12:35.651Z","","","","Case (text)","",""
"268143","VERBAL_TELEPHONE ,disclosureConfirmed with false value returns error 400  as AuthorizingUserRequired","","2026-04-21T17:29:33.506Z","Ana Paula","<p><a href=""https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments"">https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments</a></p><p>{</p><p>    //""subMerchantId"": ""A372295A-7AEB-4184-B4E9-16AB615237C4"",</p><p>   //""subMerchantId"": ""4431318D-E50D-4A3B-AAB7-FB65B489F5AF"",</p><p>    //""subMerchantId"": ""159F2670-1B71-4EF6-AD30-0EBF0991E2CC"",</p><p>   ""subMerchantId"": ""815c0000-480a-0022-5051-08dd79498b59"",</p><p>    ""transactionType"": ""Sale"",</p><p>    ""amount"": 200.00,</p><p>    ""currency"": ""USD"",</p><p>    ""orderId"": ""RAD-2025-4131"",</p><p>    ""orderIdType"": ""Invoice"",</p><p>    ""paymentMethod"": {</p><p>        ""type"": ""ACH"",</p><p>        ""ach"": {</p><p>            ""accountFirstName"": ""Rad"",</p><p>            ""accountLastName"": ""KAnd"",</p><p>            ""accountNumber"": ""1099999999"",</p><p>            ""routingNumber"": ""011075150"",</p><p>            //""routingNumber"": ""{{randomRoutingNumber}}"",</p><p>            ""accountType"": ""checking"", //savings, checking</p><p>            ""secCode"": ""WEB"",</p><p>            ""authorization"": {</p><p>                ""AuthorizationType"": ""VERBAL_TELEPHONE"",</p><p>                ""AuthorizationDate"": ""2026-04-06T10:00:00-05:00"",</p><p>                ""AuthorizationReference"": ""CALL-001"",</p><p>                ""SignedAuthorizationOnFile"": <strong>true</strong>,</p><p>                ""AuthorizingUserId"": ""Rad"",  // should give an error when it's null</p><p>                ""DisclosureConfirmed"": <strong>false</strong>  //should give an error when it's null or false</p><p>            }</p><p>        }</p><p>    },</p><p>    ""metadata"": ""{\""invoiceId\"": \""INV-002\"", \""customerId\"": \""CUST-67890\""}""</p><p>}</p>","","","<p> {</p><p>        ""code"": ""AchAuthorization.VerbalRequired"",</p><p>        ""data"": <strong>null</strong>,</p><p>        ""message"": ""Verbal authorizations require disclosure confirmation."",</p><p>        ""type"": ""Input""</p><p>    }</p><p>]</p>","PAY-3363-Story 2.4: Implement Verbal Authorization Validation Rule","","PAY-3363","Normal","Active","Passed","2026-04-21T22:12:35.651Z","","","","Case (text)","",""
"268144","Request should be success when verbal authorization with valid authorizingUserId and disclosureConfirmed=true, then passes validation.","","2026-04-21T17:29:33.506Z","Ana Paula","<p><a href=""https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments"">https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments</a></p><p> </p><p>{</p><p>    //""subMerchantId"": ""A372295A-7AEB-4184-B4E9-16AB615237C4"",</p><p>   //""subMerchantId"": ""4431318D-E50D-4A3B-AAB7-FB65B489F5AF"",</p><p>    //""subMerchantId"": ""159F2670-1B71-4EF6-AD30-0EBF0991E2CC"",</p><p>   ""subMerchantId"": ""815c0000-480a-0022-5051-08dd79498b59"",</p><p>    ""transactionType"": ""Sale"",</p><p>    ""amount"": 200.00,</p><p>    ""currency"": ""USD"",</p><p>    ""orderId"": ""RAD-2025-4131"",</p><p>    ""orderIdType"": ""Invoice"",</p><p>    ""paymentMethod"": {</p><p>        ""type"": ""ACH"",</p><p>        ""ach"": {</p><p>            ""accountFirstName"": ""Rad"",</p><p>            ""accountLastName"": ""KAnd"",</p><p>            ""accountNumber"": ""1099999999"",</p><p>            ""routingNumber"": ""011075150"",</p><p>            //""routingNumber"": ""{{randomRoutingNumber}}"",</p><p>            ""accountType"": ""checking"", //savings, checking</p><p>            ""secCode"": ""WEB"",</p><p>            ""authorization"": {</p><p>                ""AuthorizationType"": ""VERBAL_TELEPHONE"",</p><p>                ""AuthorizationDate"": ""2026-04-06T10:00:00-05:00"",</p><p>                ""AuthorizationReference"": ""CALL-001"",</p><p>                ""SignedAuthorizationOnFile"": <strong>true</strong>,</p><p>                ""AuthorizingUserId"": ""Rad"",  // should give an error when it's null</p><p>                ""DisclosureConfirmed"": <strong>true</strong>  //should give an error when it's null or false</p><p>            }</p><p>        }</p><p>    },</p><p>    ""metadata"": ""{\""invoiceId\"": \""INV-002\"", \""customerId\"": \""CUST-67890\""}""</p><p>}</p>","","","<p>{</p><p>    ""paymentId"": ""ff09670d-a9d1-493b-ac01-54d360256ea7"",</p><p>    ""paymentTransactionId"": ""01KP5BGM2FRAF3VP1F4NDGRB76"",</p><p>    ""idempotencyKey"": <strong>null</strong>,</p><p>    ""tokenId"": <strong>null</strong>,</p><p>    ""status"": 2,</p><p>    ""transactionId"": ""84087091045615480"",</p><p>    ""responseCode"": ""340"",</p><p>    ""responseMessage"": ""Invalid Amount"",</p><p>    ""entityCreated"": ""2026-04-14T06:40:28.3033533+00:00""</p><p>}</p>","PAY-3363-Story 2.4: Implement Verbal Authorization Validation Rule","","PAY-3363","Normal","Active","Passed","2026-04-21T22:12:35.651Z","","","","Case (text)","",""
"268145","Validate that, Authorization data (Verbal_Telephone)  should be included in the event grid when a valid ACH payment is processed with authorization data","","2026-04-21T17:29:43.987Z","Ana Paula","","","","","PAY-3364-Story 2.5: Handler Authorization Pass-Through and Event Payload","","PAY-3364","Normal","Active","Passed","2026-04-21T22:13:21.632Z","<p>{</p><p>    ""paymentId"": ""54ef730a-3b97-4de8-81f2-bc9e0ec6eb37"",</p><p>    ""paymentTransactionId"": ""01KP70W9PCDFKW41PKYWZEAZ4D"",</p><p>    ""idempotencyKey"": <strong>null</strong>,</p><p>    ""tokenId"": <strong>null</strong>,</p><p>    ""status"": 1,</p><p>    ""transactionId"": ""84087095847775103"",</p><p>    ""responseCode"": ""000"",</p><p>    ""responseMessage"": ""Approved"",</p><p>    ""entityCreated"": ""2026-04-14T22:13:05.5906489+00:00""</p><p>}</p>
<p>Should see ""authorizationType"": ""VERBAL_TELEPHONE"", </p><figure class=""image""><img src=""/attachments/view/13500"" alt=""13500"" /></figure>","<p>Run a  valid ACH with authorizationtype 'VERBAL_TELEPHONE'</p><p><a href=""https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments"">https://stage-wf-payments-v2-api.azurewebsites.net/api/v1/payments</a></p><p>{</p><p>    //""subMerchantId"": ""A372295A-7AEB-4184-B4E9-16AB615237C4"",</p><p>   //""subMerchantId"": ""4431318D-E50D-4A3B-AAB7-FB65B489F5AF"",</p><p>    ""subMerchantId"": ""46760000-480B-0022-0644-08DE9A604413"",</p><p>   //""subMerchantId"": ""815c0000-480a-0022-5051-08dd79498b59"",</p><p>    ""transactionType"": ""Sale"",</p><p>    ""amount"": 223.00,</p><p>    ""currency"": ""USD"",</p><p>    ""orderId"": ""RAD-2025-4143"",</p><p>    ""orderIdType"": ""Invoice"",</p><p>    ""paymentMethod"": {</p><p>        ""type"": ""ACH"",</p><p>        ""ach"": {</p><p>            ""accountFirstName"": ""Rad"",</p><p>            ""accountLastName"": ""KAnd"",</p><p>            ""accountNumber"": ""1099999999"",</p><p>            ""routingNumber"": ""011075150"",</p><p>            //""routingNumber"": ""{{randomRoutingNumber}}"",</p><p>            ""accountType"": ""checking"", //savings, checking</p><p>            ""secCode"": ""WEB"",</p><p>            ""authorization"": {</p><p>                ""AuthorizationType"": ""VERBAL_TELEPHONE"",</p><p>                ""AuthorizationDate"": ""2026-04-06T10:00:00-05:00"",</p><p>                ""AuthorizationReference"": ""CALL-001"",</p><p>                ""SignedAuthorizationOnFile"": <strong>true</strong>,</p><p>                ""AuthorizingUserId"": ""Rad"",  // should give an error when it's null</p><p>                ""DisclosureConfirmed"": <strong>true</strong>  //should give an error when it's null or false</p><p>            }</p><p>        }</p><p>    },</p><p>    ""metadata"": ""{\""invoiceId\"": \""INV-002\"", \""customerId\"": \""CUST-67890\""}""</p><p>}</p>
<p>Check in appinsights - serach for PaymentDebitSubmitted</p>","","Case (text)","",""
"268146","Validate that, Authorization data (Written)  should be included in the event grid when a valid ACH payment is processed with authorization data","","2026-04-21T17:29:43.987Z","Ana Paula","","","","<figure class=""image""><img src=""/attachments/view/13501"" alt=""13501"" /></figure>","PAY-3364-Story 2.5: Handler Authorization Pass-Through and Event Payload","","PAY-3364","Normal","Active","Passed","2026-04-21T22:13:21.632Z","","","","Case (text)","",""
"268147","Validate that, when payment is declined or fails ,when an event is published, then authorization data is still included.","","2026-04-21T17:29:43.987Z","Ana Paula","","","","","PAY-3364-Story 2.5: Handler Authorization Pass-Through and Event Payload","","PAY-3364","Normal","Active","Passed","2026-04-21T22:13:21.632Z","","","","Case (text)","",""
